client_id,client_version_id,reference_date,transaction_count,transaction_volume,digital_transaction_count,digital_transaction_volume,mobile_app_login_count,credit_card_count,secured_loan_count,unsecured_loan_count,product_count,new_customer_flag,digitally_active_flag,credit_card_flag,loan_flag,digital_loan_flag,monthly_income,monthly_profitability,deposit_flag,insurance_flag
CL03320,CV03320-01,2024-10-31,7,2111.11,5,1531.97,4,1,0,0,1,N,Y,Y,N,N,3739.69,1.24,N,N
CL03320,CV03320-01,2024-11-30,5,1293.23,3,937.91,3,0,0,0,1,N,Y,N,N,N,1200.00,6.05,Y,N
CL03320,CV03320-01,2024-12-31,11,4025.47,7,2334.70,7,0,0,1,1,N,Y,N,Y,N,2645.84,7.58,N,N
CL03321,CV03321-01,2024-01-31,4,2222.10,2,1223.33,10,1,0,0,1,N,Y,Y,N,N,5345.44,12.46,N,N
CL03321,CV03321-01,2024-02-29,10,5357.84,5,2665.22,7,1,1,0,2,N,Y,Y,Y,Y,4315.79,14.37,N,N
CL03321,CV03321-01,2024-03-31,3,1106.49,2,582.84,8,1,0,0,1,N,Y,Y,N,N,5431.72,8.56,N,N
CL03321,CV03321-01,2024-04-30,4,1684.03,2,736.47,6,0,0,0,0,N,Y,N,N,N,4414.61,2.19,N,N
CL03321,CV03321-01,2024-05-31,7,3497.09,4,2017.14,12,0,1,1,3,N,Y,N,Y,Y,4479.73,13.15,N,Y
CL03321,CV03321-01,2024-06-30,5,2772.31,3,1489.71,4,0,0,0,0,N,Y,N,N,N,5832.70,6.99,N,N
CL03321,CV03321-01,2024-07-31,6,2032.52,3,919.27,4,0,0,0,1,N,Y,N,N,N,4844.32,9.43,Y,N
CL03321,CV03321-01,2024-08-31,7,3583.36,4,2061.45,8,1,0,0,1,N,Y,Y,N,N,6308.32,9.12,N,N
CL03321,CV03321-01,2024-09-30,5,2112.06,3,1222.07,8,0,1,0,2,N,Y,N,Y,N,4500.76,2.73,Y,N
CL03321,CV03321-01,2024-10-31,7,2741.40,3,1276.24,5,1,0,0,3,N,Y,Y,N,N,3907.07,21.17,Y,Y
CL03321,CV03321-01,2024-11-30,14,6036.26,9,4168.41,7,1,0,0,3,N,Y,Y,N,N,5977.65,23.15,Y,Y
CL03321,CV03321-01,2024-12-31,12,3801.42,7,2423.50,17,1,0,0,3,N,Y,Y,N,N,5027.27,18.60,Y,Y
CL03322,CV03322-01,2024-01-31,5,2258.85,4,1729.63,8,1,0,0,1,N,Y,Y,N,N,1466.84,5.54,N,N
CL03322,CV03322-01,2024-02-29,9,4062.10,7,2620.90,6,0,0,0,1,N,Y,N,N,N,1957.27,8.48,Y,N
CL03322,CV03322-01,2024-03-31,12,4973.18,8,4205.13,6,0,0,0,0,N,Y,N,N,N,4080.37,4.75,N,N
CL03322,CV03322-01,2024-04-30,10,4978.86,8,4418.22,11,0,0,0,0,N,Y,N,N,N,4340.85,3.04,N,N
CL03322,CV03322-01,2024-05-31,6,2176.81,5,1518.87,7,0,0,0,0,N,Y,N,N,N,5931.61,-0.04,N,N
CL03322,CV03322-01,2024-06-30,10,4622.82,7,2944.53,6,1,0,1,2,N,Y,Y,Y,Y,2560.55,12.06,N,N
CL03322,CV03322-01,2024-07-31,7,2575.87,5,1948.33,5,1,0,0,2,N,Y,Y,N,N,3869.53,9.31,N,Y
CL03322,CV03322-01,2024-08-31,9,3773.18,6,2390.04,11,0,0,0,0,N,Y,N,N,N,4167.52,11.88,N,N
CL03322,CV03322-01,2024-09-30,9,4866.88,8,3987.36,6,0,1,0,1,N,Y,N,Y,Y,2905.72,12.70,N,N
CL03322,CV03322-01,2024-10-31,7,3124.60,5,2686.46,7,0,0,0,1,N,Y,N,N,N,3479.13,8.16,Y,N
CL03322,CV03322-01,2024-11-30,8,3469.50,6,2802.81,9,1,0,1,3,N,Y,Y,Y,N,3045.63,13.07,Y,N
CL03322,CV03322-01,2024-12-31,10,3349.01,9,2978.99,5,0,0,1,2,N,Y,N,Y,N,3793.65,8.83,Y,N
CL03323,CV03323-01,2024-01-31,7,3532.40,3,1825.44,6,0,0,0,1,N,Y,N,N,N,4225.12,13.69,N,Y
CL03323,CV03323-01,2024-02-29,11,4200.71,6,2528.68,7,0,1,0,3,N,Y,N,Y,Y,3705.85,18.83,Y,Y
CL03323,CV03323-01,2024-03-31,9,3678.48,4,1746.19,6,0,0,0,0,N,Y,N,N,N,2649.39,1.44,N,N
CL03323,CV03323-01,2024-04-30,11,5042.44,5,2183.16,4,0,1,0,1,N,Y,N,Y,N,2145.50,8.96,N,N
CL03323,CV03323-01,2024-05-31,4,1729.62,2,1000.69,7,0,0,1,2,N,Y,N,Y,N,3560.90,6.42,Y,N
CL03323,CV03323-01,2024-06-30,3,1599.51,2,1070.36,1,1,0,0,2,N,Y,Y,N,N,3146.68,-0.08,Y,N
CL03323,CV03323-01,2024-07-31,7,2465.76,3,956.11,7,0,0,0,0,N,Y,N,N,N,3823.01,8.70,N,N
CL03323,CV03323-01,2024-08-31,4,1566.48,2,910.38,12,1,0,0,2,N,Y,Y,N,N,2543.56,9.46,Y,N
CL03323,CV03323-01,2024-09-30,9,4491.11,6,3043.14,5,1,0,1,2,N,Y,Y,Y,N,2553.14,16.34,N,N
CL03323,CV03323-01,2024-10-31,4,1364.01,2,706.19,8,0,0,0,1,N,Y,N,N,N,3841.76,1.87,Y,N
CL03323,CV03323-01,2024-11-30,12,2832.90,8,1798.66,6,0,0,1,1,N,Y,N,Y,Y,3590.02,12.44,N,N
CL03323,CV03323-01,2024-12-31,4,1534.56,2,802.40,6,0,0,0,1,N,Y,N,N,N,2658.80,4.59,Y,N
CL03324,CV03324-01,2024-01-31,6,3165.79,3,1511.37,3,1,0,0,1,N,Y,Y,N,N,4652.86,10.92,N,N
CL03324,CV03324-01,2024-02-29,10,5596.07,6,3411.52,1,1,0,0,1,N,Y,Y,N,N,4830.18,14.86,N,N
CL03324,CV03324-01,2024-03-31,6,3616.89,2,1462.05,7,1,0,0,1,N,Y,Y,N,N,5518.23,7.29,N,N
CL03324,CV03324-01,2024-04-30,7,2965.88,4,1603.60,7,0,0,0,1,N,Y,N,N,N,4922.98,6.24,N,Y
CL03324,CV03324-01,2024-05-31,7,2958.73,4,1999.80,2,0,0,0,0,N,Y,N,N,N,4817.87,2.05,N,N
CL03324,CV03324-01,2024-06-30,3,1438.77,2,879.38,4,1,0,0,1,N,Y,Y,N,N,5276.76,-0.36,N,N
CL03324,CV03324-01,2024-07-31,7,3955.47,4,1932.38,6,1,0,0,2,N,Y,Y,N,N,5027.19,16.81,Y,N
CL03324,CV03324-01,2024-08-31,6,2430.07,4,1456.22,6,0,0,0,1,N,Y,N,N,N,5140.59,9.94,Y,N
CL03324,CV03324-01,2024-09-30,3,1214.41,2,706.62,9,0,0,0,1,N,Y,N,N,N,4454.38,0.83,Y,N
CL03324,CV03324-01,2024-10-31,7,3405.36,4,2021.98,5,0,0,0,1,N,Y,N,N,N,4716.51,5.81,Y,N
CL03324,CV03324-01,2024-11-30,7,2466.05,4,1558.62,8,1,0,1,2,N,Y,Y,Y,N,3650.46,7.79,N,N
CL03324,CV03324-01,2024-12-31,2,913.49,1,485.31,7,0,1,0,1,N,N,N,Y,N,3908.47,-3.79,N,N
CL03325,CV03325-01,2024-01-31,8,3134.50,5,1625.51,5,0,0,0,1,N,Y,N,N,N,4234.83,12.34,Y,N
CL03325,CV03325-01,2024-02-29,7,3490.99,4,2120.74,5,0,0,0,2,N,Y,N,N,N,4687.23,7.67,Y,Y
CL03325,CV03325-01,2024-03-31,7,3173.44,4,1666.01,7,0,0,0,1,N,Y,N,N,N,6225.35,13.29,Y,N
CL03325,CV03325-01,2024-04-30,13,6568.18,9,4293.16,6,0,1,1,3,N,Y,N,Y,Y,4287.64,22.75,Y,N
CL03325,CV03325-01,2024-05-31,7,3090.25,5,2337.06,10,0,0,0,1,N,Y,N,N,N,4868.56,8.63,Y,N
CL03325,CV03325-01,2024-06-30,4,2394.53,2,1259.85,11,1,0,0,1,N,Y,Y,N,N,6373.42,6.94,N,N
CL03325,CV03325-01,2024-07-31,4,1807.60,3,1368.29,3,0,0,0,1,N,Y,N,N,N,5820.73,11.87,Y,N
CL03325,CV03325-01,2024-08-31,20,14918.47,14,10959.75,7,1,0,0,3,N,Y,Y,N,N,4428.39,38.79,Y,Y
CL03325,CV03325-01,2024-09-30,5,2883.67,3,2081.13,6,0,0,1,2,N,Y,N,Y,N,3320.27,8.08,N,Y
CL03325,CV03325-01,2024-10-31,7,2934.37,4,1819.78,8,0,1,0,1,N,Y,N,Y,Y,4891.23,8.05,N,N
CL03325,CV03325-01,2024-11-30,8,2743.39,5,1805.93,4,0,0,0,0,N,Y,N,N,N,4002.93,5.71,N,N
CL03325,CV03325-01,2024-12-31,9,4250.85,5,2468.52,5,1,1,0,2,N,Y,Y,Y,Y,6387.90,19.43,N,N
CL03326,CV03326-01,2024-01-31,6,3964.42,5,3110.17,10,0,0,0,1,N,Y,N,N,N,5539.32,11.79,Y,N
CL03326,CV03326-01,2024-02-29,9,5183.05,8,5183.05,9,0,0,0,0,N,Y,N,N,N,7118.90,10.52,N,N
CL03326,CV03326-01,2024-03-31,12,6749.57,12,6749.57,9,1,0,1,3,N,Y,Y,Y,Y,5570.24,27.09,N,Y
CL03326,CV03326-01,2024-04-30,5,2428.62,5,2209.25,12,0,0,0,2,N,Y,N,N,N,6077.13,12.01,Y,Y
CL03326,CV03326-01,2024-05-31,10,7936.24,9,5627.15,3,0,1,0,2,N,Y,N,Y,N,7483.14,24.22,N,Y
CL03326,CV03326-01,2024-06-30,4,2418.04,3,1975.53,4,0,0,0,0,N,Y,N,N,N,4701.49,7.75,N,N
CL03326,CV03326-02,2024-07-31,5,1889.22,5,1889.22,8,0,1,0,2,N,Y,N,Y,N,4542.98,10.65,Y,N
CL03326,CV03326-02,2024-08-31,3,1168.96,3,845.52,14,1,0,0,1,N,Y,Y,N,N,4644.07,-1.60,N,N
CL03326,CV03326-02,2024-09-30,9,2623.39,8,2185.75,13,0,0,0,1,N,Y,N,N,N,3829.85,9.90,Y,N
CL03326,CV03326-02,2024-10-31,4,2053.26,4,1867.20,5,0,1,0,3,N,Y,N,Y,N,3486.81,5.33,Y,Y
CL03326,CV03326-02,2024-11-30,4,1632.80,3,1423.97,8,0,0,0,1,N,Y,N,N,N,4111.32,9.13,N,Y
CL03326,CV03326-02,2024-12-31,10,4444.49,8,3841.42,9,1,1,0,4,N,Y,Y,Y,N,4160.66,19.51,Y,Y
CL03327,CV03327-01,2024-01-31,5,2211.82,0,0.00,1,0,0,0,0,N,N,N,N,N,5174.35,3.61,N,N
CL03327,CV03327-01,2024-02-29,3,1753.43,0,129.92,1,0,1,0,2,N,N,N,Y,N,5023.23,11.20,Y,N
CL03327,CV03327-01,2024-03-31,5,2506.59,0,161.65,1,0,0,0,1,N,N,N,N,N,4815.03,6.14,Y,N
CL03327,CV03327-01,2024-04-30,2,1093.33,0,167.18,4,1,0,0,1,N,N,Y,N,N,4403.78,1.84,N,N
CL03327,CV03327-01,2024-05-31,2,877.14,0,107.09,3,0,1,0,2,N,N,N,Y,N,6032.78,4.11,N,Y
CL03327,CV03327-01,2024-06-30,8,2211.83,0,147.51,3,0,0,0,0,N,N,N,N,N,3658.86,-9.38,N,N
CL03327,CV03327-01,2024-07-31,5,2024.77,1,297.24,1,0,0,0,0,N,N,N,N,N,5564.32,-3.50,N,N
CL03327,CV03327-01,2024-08-31,5,1817.34,0,51.35,3,0,0,0,1,N,N,N,N,N,5288.38,-1.25,Y,N
CL03327,CV03327-01,2024-09-30,3,1479.55,0,45.21,0,0,0,0,0,N,N,N,N,N,4018.21,-4.77,N,N
CL03327,CV03327-01,2024-10-31,4,1717.35,0,82.69,3,1,0,0,2,N,N,Y,N,N,5769.97,5.12,N,Y
CL03327,CV03327-01,2024-11-30,6,2696.63,0,0.00,1,0,0,0,0,N,N,N,N,N,4635.40,3.19,N,N
CL03327,CV03327-01,2024-12-31,6,2580.45,0,194.67,4,0,0,0,0,N,N,N,N,N,4897.54,-3.04,N,N
CL03328,CV03328-01,2024-01-31,5,2156.96,4,1598.06,9,1,0,0,2,N,Y,Y,N,N,6349.28,13.45,Y,N
CL03328,CV03328-01,2024-02-29,3,1517.61,2,783.52,3,1,0,0,3,N,Y,Y,N,N,3145.14,14.36,Y,Y
CL03328,CV03328-01,2024-03-31,6,2560.57,3,1420.34,8,1,0,0,1,N,Y,Y,N,N,3861.29,4.90,N,N
CL03328,CV03328-01,2024-04-30,9,3038.60,6,2001.10,5,0,0,1,3,N,Y,N,Y,Y,3769.80,13.00,Y,Y
CL03328,CV03328-01,2024-05-31,4,1896.04,3,1351.98,5,0,0,0,0,N,Y,N,N,N,4081.40,-3.07,N,N
CL03328,CV03328-01,2024-06-30,6,3348.26,4,1957.52,5,0,0,1,1,N,Y,N,Y,N,3796.01,8.73,N,N
CL03328,CV03328-01,2024-07-31,4,1782.14,2,969.39,9,0,0,0,0,N,Y,N,N,N,3872.83,0.12,N,N
CL03328,CV03328-01,2024-08-31,4,2557.79,3,1816.17,12,1,0,0,1,N,Y,Y,N,N,3701.90,12.74,N,N
CL03328,CV03328-01,2024-09-30,5,1547.19,3,765.94,9,0,0,0,0,N,Y,N,N,N,3266.62,0.21,N,N
CL03328,CV03328-01,2024-10-31,8,3062.50,5,1893.74,12,0,0,0,1,N,Y,N,N,N,4251.87,5.11,Y,N
CL03328,CV03328-01,2024-11-30,11,4427.30,8,3196.90,9,1,0,0,2,N,Y,Y,N,N,6466.29,12.68,Y,N
CL03328,CV03328-01,2024-12-31,7,2815.39,5,1917.22,5,0,0,0,0,N,Y,N,N,N,3715.17,2.85,N,N
CL03329,CV03329-01,2024-01-31,7,2526.65,4,1504.83,6,0,0,0,1,N,Y,N,N,N,2400.52,5.63,Y,N
CL03329,CV03329-01,2024-02-29,5,1405.95,3,801.02,6,0,0,0,0,N,Y,N,N,N,2691.53,-1.37,N,N
CL03329,CV03329-01,2024-03-31,7,1963.59,4,1301.28,4,1,0,0,1,N,Y,Y,N,N,2240.77,4.20,N,N
CL03329,CV03329-01,2024-04-30,9,2729.29,5,1663.31,6,0,0,0,0,N,Y,N,N,N,3652.90,6.58,N,N
CL03329,CV03329-01,2024-05-31,2,856.42,1,488.72,11,1,1,0,2,N,N,Y,Y,N,1997.01,4.03,N,N
CL03329,CV03329-01,2024-06-30,2,879.31,1,395.92,5,0,0,0,1,N,N,N,N,N,3469.10,0.11,Y,N
CL03329,CV03329-02,2024-07-31,11,6100.31,5,2584.55,7,0,0,0,1,N,Y,N,N,N,6659.48,20.74,Y,N
CL03329,CV03329-02,2024-08-31,15,6417.50,9,4058.02,4,1,0,0,1,N,Y,Y,N,N,4422.86,17.43,N,N
CL03329,CV03329-02,2024-09-30,13,5692.08,8,3499.80,6,0,0,1,1,N,Y,N,Y,Y,4809.01,13.12,N,N
CL03329,CV03329-02,2024-10-31,6,1716.62,3,627.61,6,1,0,0,1,N,Y,Y,N,N,5587.46,12.87,N,N
CL03329,CV03329-02,2024-11-30,5,3165.55,3,1468.57,7,1,0,0,3,N,Y,Y,N,N,5325.84,15.50,Y,Y
CL03329,CV03329-02,2024-12-31,9,4427.49,4,2174.01,3,0,0,0,1,N,Y,N,N,N,5361.53,19.00,Y,N
CL03330,CV03330-01,2024-01-31,5,2555.34,2,1238.55,5,0,0,0,0,N,Y,N,N,N,5301.51,7.71,N,N
CL03330,CV03330-01,2024-02-29,5,2729.43,3,1924.99,6,1,0,0,1,N,Y,Y,N,N,4666.26,15.87,N,N
CL03330,CV03330-01,2024-03-31,8,5225.38,4,2961.26,6,0,0,0,1,N,Y,N,N,N,4233.76,10.94,Y,N
CL03330,CV03330-01,2024-04-30,9,3892.93,6,2942.39,12,0,0,0,0,N,Y,N,N,N,6291.50,8.16,N,N
CL03330,CV03330-01,2024-05-31,6,3261.70,4,1988.11,8,0,1,1,3,N,Y,N,Y,N,4935.04,21.34,Y,N
CL03330,CV03330-01,2024-06-30,11,4758.03,5,2460.04,4,0,1,0,2,N,Y,N,Y,Y,6091.11,18.57,Y,N
CL03330,CV03330-01,2024-07-31,6,2676.62,3,1509.04,10,1,0,0,2,N,Y,Y,N,N,6178.81,13.66,Y,N
CL03330,CV03330-01,2024-08-31,12,5787.28,7,3443.91,8,1,0,1,2,N,Y,Y,Y,N,6677.88,19.13,N,N
CL03330,CV03330-01,2024-09-30,6,3232.38,4,2090.91,10,1,1,0,4,N,Y,Y,Y,Y,3600.28,14.84,Y,Y
CL03330,CV03330-01,2024-10-31,6,2665.28,3,1390.25,7,0,1,0,1,N,Y,N,Y,Y,5120.03,10.65,N,N
CL03330,CV03330-01,2024-11-30,9,4895.46,5,2635.93,6,1,0,0,1,N,Y,Y,N,N,5363.30,13.42,N,N
CL03330,CV03330-01,2024-12-31,12,5427.60,7,3056.14,4,0,0,0,0,N,Y,N,N,N,6270.43,16.40,N,N
CL03331,CV03331-01,2024-01-31,4,1101.01,0,53.73,3,0,0,1,2,N,N,N,Y,N,4722.32,2.92,Y,N
CL03331,CV03331-01,2024-02-29,5,1771.87,1,380.95,2,0,0,1,1,N,N,N,Y,N,5384.25,-0.37,N,N
CL03331,CV03331-01,2024-03-31,6,2486.35,1,342.62,6,1,0,0,1,N,N,Y,N,N,5953.23,5.28,N,N
CL03331,CV03331-01,2024-04-30,8,3187.27,2,765.01,3,0,0,0,0,N,Y,N,N,N,4321.25,1.25,N,N
CL03331,CV03331-01,2024-05-31,8,3352.37,0,0.00,3,0,0,0,0,N,N,N,N,N,4690.73,-1.07,N,N
CL03331,CV03331-01,2024-06-30,2,728.84,0,126.21,3,1,0,0,2,N,N,Y,N,N,3313.17,3.35,Y,N
CL03331,CV03331-01,2024-07-31,2,956.49,0,149.27,6,0,0,0,1,N,N,N,N,N,5728.76,-2.49,Y,N
CL03331,CV03331-01,2024-08-31,1,416.56,0,39.71,4,1,0,0,1,N,N,Y,N,N,3534.73,-3.66,N,N
CL03331,CV03331-01,2024-09-30,3,1059.53,0,134.44,0,0,1,0,2,N,N,N,Y,N,3455.15,5.86,Y,N
CL03331,CV03331-01,2024-10-31,4,1599.82,1,281.73,2,0,0,0,0,N,N,N,N,N,4325.41,-0.67,N,N
CL03331,CV03331-01,2024-11-30,4,1305.83,1,317.95,0,0,0,0,0,N,N,N,N,N,4766.50,-3.46,N,N
CL03331,CV03331-01,2024-12-31,1,510.67,0,71.11,1,1,0,0,1,N,N,Y,N,N,3808.02,1.11,N,N
CL03332,CV03332-01,2024-01-31,5,2003.54,3,1258.21,5,0,1,0,1,N,Y,N,Y,Y,2539.62,3.72,N,N
CL03332,CV03332-01,2024-02-29,6,1851.95,4,1112.99,6,1,0,0,3,N,Y,Y,N,N,2192.93,15.52,Y,Y
CL03332,CV03332-01,2024-03-31,5,1354.88,2,679.71,9,0,0,0,1,N,Y,N,N,N,2136.07,1.18,N,Y
CL03332,CV03332-01,2024-04-30,6,2861.50,4,1925.93,1,1,1,0,4,N,Y,Y,Y,N,1585.88,16.08,Y,Y
CL03332,CV03332-01,2024-05-31,9,3296.62,5,1708.85,1,0,0,0,1,N,Y,N,N,N,2397.58,13.09,Y,N
CL03332,CV03332-01,2024-06-30,5,1425.06,3,760.99,2,0,0,0,0,N,Y,N,N,N,2333.44,6.83,N,N
CL03332,CV03332-01,2024-07-31,9,3021.72,5,1539.21,8,0,0,0,0,N,Y,N,N,N,3978.85,-3.95,N,N
CL03332,CV03332-01,2024-08-31,11,5143.31,6,2691.25,8,0,0,1,1,N,Y,N,Y,N,2606.43,13.49,N,N
CL03332,CV03332-01,2024-09-30,6,2440.36,4,1586.20,1,0,0,0,1,N,Y,N,N,N,2613.13,3.69,N,Y
CL03332,CV03332-01,2024-10-31,7,2546.87,3,1063.38,6,0,0,0,0,N,Y,N,N,N,2217.53,4.26,N,N
CL03332,CV03332-01,2024-11-30,1,201.46,1,99.86,3,1,0,1,3,N,N,Y,Y,N,3502.26,2.47,N,Y
CL03332,CV03332-01,2024-12-31,4,1385.36,2,844.60,5,1,1,0,2,N,Y,Y,Y,N,3145.22,5.64,N,N
CL03333,CV03333-01,2024-01-31,9,4322.11,4,1491.87,5,0,0,0,0,N,Y,N,N,N,1200.00,7.11,N,N
CL03333,CV03333-01,2024-02-29,6,1569.80,2,629.02,9,0,0,1,1,N,Y,N,Y,Y,1607.25,6.71,N,N
CL03333,CV03333-01,2024-03-31,5,1947.38,3,1029.93,6,0,0,1,2,N,Y,N,Y,N,2915.10,5.14,N,Y
CL03333,CV03333-01,2024-04-30,5,1571.57,2,677.51,8,0,0,0,1,N,Y,N,N,N,2857.79,1.52,Y,N
CL03333,CV03333-01,2024-05-31,8,3186.62,3,1134.64,7,1,0,0,1,N,Y,Y,N,N,2653.95,9.48,N,N
CL03333,CV03333-01,2024-06-30,6,1791.09,3,804.27,4,1,0,1,3,N,Y,Y,Y,N,1303.57,13.86,Y,N
CL03333,CV03333-01,2024-07-31,8,2530.23,3,1019.66,6,0,0,0,0,N,Y,N,N,N,2396.05,-2.60,N,N
CL03333,CV03333-01,2024-08-31,9,3504.61,4,1869.27,6,1,0,0,1,N,Y,Y,N,N,3062.04,12.22,N,N
CL03333,CV03333-01,2024-09-30,5,1457.72,3,770.06,2,1,0,0,2,N,Y,Y,N,N,1742.13,5.23,N,Y
CL03333,CV03333-01,2024-10-31,3,856.62,2,544.21,5,0,0,0,0,N,Y,N,N,N,1988.11,-0.08,N,N
CL03333,CV03333-01,2024-11-30,6,1972.70,3,882.50,8,0,0,0,0,N,Y,N,N,N,1200.00,5.78,N,N
CL03333,CV03333-01,2024-12-31,7,2402.50,3,839.98,4,1,0,0,1,N,Y,Y,N,N,1831.23,3.73,N,N
CL03334,CV03334-01,2024-01-31,6,2835.96,1,418.41,3,0,1,0,1,N,N,N,Y,N,7649.83,10.79,N,N
CL03334,CV03334-01,2024-02-29,7,3899.02,1,432.81,6,1,0,0,1,N,N,Y,N,N,5807.53,10.22,N,N
CL03334,CV03334-01,2024-03-31,4,1959.33,0,0.00,0,0,0,0,1,N,N,N,N,N,6521.48,5.60,Y,N
CL03334,CV03334-01,2024-04-30,6,3198.66,1,796.87,3,1,0,0,2,N,N,Y,N,N,6022.76,5.12,Y,N
CL03334,CV03334-01,2024-05-31,8,6826.31,1,1231.13,5,1,0,0,1,N,N,Y,N,N,7218.68,27.68,N,N
CL03334,CV03334-01,2024-06-30,6,4463.16,1,934.33,2,0,0,0,1,N,N,N,N,N,7635.21,14.12,Y,N
CL03334,CV03334-01,2024-07-31,5,3354.81,0,154.10,6,0,0,1,1,N,N,N,Y,N,8065.83,9.14,N,N
CL03334,CV03334-01,2024-08-31,8,4372.60,1,693.24,3,0,0,0,1,N,N,N,N,N,6061.41,11.02,Y,N
CL03334,CV03334-01,2024-09-30,6,3113.60,1,677.18,3,1,0,0,3,N,N,Y,N,N,7849.14,14.84,Y,Y
CL03334,CV03334-01,2024-10-31,13,8434.95,2,1224.38,4,1,0,0,2,N,Y,Y,N,N,7257.75,24.98,Y,N
CL03334,CV03334-01,2024-11-30,10,6549.15,1,928.34,1,0,0,1,2,N,N,N,Y,N,6616.02,20.19,Y,N
CL03334,CV03334-01,2024-12-31,6,3775.28,1,527.56,2,0,0,0,2,N,N,N,N,N,7033.44,13.59,Y,Y
CL03335,CV03335-01,2024-01-31,6,3085.47,1,564.70,2,1,0,0,2,N,N,Y,N,N,7102.74,12.78,Y,N
CL03335,CV03335-01,2024-02-29,7,3403.75,2,897.11,2,0,0,0,0,N,Y,N,N,N,6052.20,10.68,N,N
CL03335,CV03335-01,2024-03-31,10,4924.57,4,1930.75,2,0,0,1,2,N,Y,N,Y,N,6173.56,14.05,Y,N
CL03335,CV03335-01,2024-04-30,7,2693.41,1,291.44,6,1,0,0,2,N,N,Y,N,N,5773.62,9.51,Y,N
CL03335,CV03335-01,2024-05-31,12,5787.90,4,1880.86,4,0,0,0,1,N,Y,N,N,N,4502.30,20.29,Y,N
CL03335,CV03335-01,2024-06-30,6,2981.77,1,420.19,3,0,0,0,1,N,N,N,N,N,6704.10,10.80,N,Y
CL03335,CV03335-01,2024-07-31,8,4500.20,2,1065.36,1,1,0,0,2,N,Y,Y,N,N,7034.16,16.65,Y,N
CL03335,CV03335-01,2024-08-31,9,4260.36,3,1221.51,2,1,0,0,1,N,Y,Y,N,N,6609.44,14.31,N,N
CL03335,CV03335-01,2024-09-30,3,1253.40,0,194.80,5,0,0,0,0,N,N,N,N,N,5458.15,-2.54,N,N
CL03335,CV03335-01,2024-10-31,8,5887.46,2,1705.06,3,1,1,1,4,N,Y,Y,Y,N,4422.24,25.15,Y,N
CL03335,CV03335-01,2024-11-30,8,4742.78,2,1160.56,3,0,0,0,1,N,Y,N,N,N,5840.04,17.40,N,Y
CL03335,CV03335-01,2024-12-31,13,6427.18,2,985.13,2,1,0,0,2,N,Y,Y,N,N,5992.04,20.40,Y,N
CL03336,CV03336-01,2024-01-31,9,4821.70,5,2425.73,4,1,0,1,4,N,Y,Y,Y,N,6259.61,20.66,Y,Y
CL03336,CV03336-01,2024-02-29,17,5912.08,9,2929.19,9,0,0,0,1,N,Y,N,N,N,6327.78,17.00,Y,N
CL03336,CV03336-01,2024-03-31,7,4251.95,4,2437.73,5,0,1,0,1,N,Y,N,Y,N,4808.41,19.23,N,N
CL03336,CV03336-01,2024-04-30,8,3823.02,4,1877.04,8,1,0,0,1,N,Y,Y,N,N,5329.42,5.92,N,N
CL03336,CV03336-01,2024-05-31,10,5925.98,5,2993.03,6,1,0,0,1,N,Y,Y,N,N,5706.49,23.08,N,N
CL03336,CV03336-01,2024-06-30,8,4010.77,4,1905.09,8,0,0,1,1,N,Y,N,Y,Y,6209.78,12.32,N,N
CL03336,CV03336-01,2024-07-31,10,4863.63,5,2517.34,6,1,0,0,2,N,Y,Y,N,N,4231.42,16.84,N,Y
CL03336,CV03336-01,2024-08-31,8,3765.91,4,2042.04,5,0,0,0,0,N,Y,N,N,N,5243.00,12.15,N,N
CL03336,CV03336-01,2024-09-30,10,4194.27,5,1993.08,4,0,0,1,2,N,Y,N,Y,Y,4377.87,11.43,Y,N
CL03336,CV03336-01,2024-10-31,9,4969.05,5,2447.11,3,0,0,0,1,N,Y,N,N,N,4848.80,18.50,Y,N
CL03336,CV03336-01,2024-11-30,6,2856.33,3,1672.40,5,1,0,0,1,N,Y,Y,N,N,5530.97,5.63,N,N
CL03336,CV03336-01,2024-12-31,7,3948.83,4,2363.33,3,0,0,0,1,N,Y,N,N,N,5911.26,13.80,Y,N
CL03337,CV03337-01,2024-01-31,8,4664.70,1,636.63,3,0,0,0,1,N,N,N,N,N,6911.16,14.88,Y,N
CL03337,CV03337-01,2024-02-29,7,2427.27,0,31.28,3,1,0,0,1,N,N,Y,N,N,5249.92,4.74,N,N
CL03337,CV03337-01,2024-03-31,7,3749.86,0,0.00,4,0,0,0,1,N,N,N,N,N,6558.20,10.63,Y,N
CL03337,CV03337-01,2024-04-30,4,2565.97,0,218.23,1,0,1,0,3,N,N,N,Y,N,6245.05,8.21,Y,Y
CL03337,CV03337-01,2024-05-31,8,5691.48,0,0.00,4,0,0,0,0,N,N,N,N,N,5602.44,11.96,N,N
CL03337,CV03337-01,2024-06-30,7,5108.11,1,368.37,0,0,0,0,1,N,N,N,N,N,6701.65,11.14,Y,N
CL03337,CV03337-01,2024-07-31,6,3753.53,0,0.00,3,0,0,0,1,N,N,N,N,N,7884.73,9.64,Y,N
CL03337,CV03337-01,2024-08-31,10,5892.75,0,0.00,1,1,0,0,1,N,N,Y,N,N,6310.55,11.80,N,N
CL03337,CV03337-01,2024-09-30,6,2433.93,0,3.86,2,0,0,0,1,N,N,N,N,N,6578.26,7.18,N,Y
