client_version_id,client_id,gender,age_bucket,marital_status,education_level,county,onboarding_channel,onboarding_method,customer_segment,registration_date,valid_from_date,valid_to_date
CV03604-02,CL03604,F,35-49,Divorced,Bachelor,Constanta,Digital,Self-service,Premium,2018-06-11,2024-07-01,9999-12-31
CV03605-01,CL03605,F,25-34,Married,High School,Bucuresti,Digital,Self-service,Standard,2023-03-10,2024-01-01,9999-12-31
CV03606-01,CL03606,M,35-49,Single,Master,Galati,Digital,Self-service,Standard,2018-04-26,2024-01-01,9999-12-31
CV03607-01,CL03607,F,18-24,Single,Bachelor,Brasov,Digital,Self-service,Standard,2021-08-05,2024-01-01,9999-12-31
CV03608-01,CL03608,M,18-24,Single,High School,Dolj,Digital,Self-service,Standard,2022-12-27,2024-01-01,9999-12-31
CV03609-01,CL03609,F,50-64,Married,Master,Prahova,Digital,Self-service,Premium,2022-04-30,2024-01-01,9999-12-31
CV03610-01,CL03610,F,18-24,Single,High School,Iasi,Digital,Self-service,Standard,2023-10-12,2024-01-01,9999-12-31
CV03611-01,CL03611,F,25-34,Single,Master,Iasi,Digital,Self-service,Standard,2019-10-19,2024-01-01,9999-12-31
CV03612-01,CL03612,M,35-49,Married,High School,Bucuresti,Branch,Assisted,Premium,2023-07-16,2024-01-01,9999-12-31
CV03613-01,CL03613,F,25-34,Married,High School,Iasi,Branch,Assisted,Standard,2020-08-02,2024-01-01,9999-12-31
CV03614-01,CL03614,M,35-49,Married,Master,Brasov,Digital,Self-service,Standard,2020-08-06,2024-01-01,9999-12-31
CV03615-01,CL03615,M,65+,Married,High School,Bucuresti,Digital,Self-service,Standard,2020-01-09,2024-01-01,9999-12-31
CV03616-01,CL03616,F,50-64,Married,Bachelor,Brasov,Branch,Assisted,Standard,2020-03-28,2024-01-01,9999-12-31
CV03617-01,CL03617,F,65+,Married,Post-secondary,Timis,Branch,Assisted,Standard,2021-05-24,2024-01-01,9999-12-31
CV03618-01,CL03618,M,25-34,Married,Bachelor,Bucuresti,Digital,Self-service,Standard,2019-07-08,2024-01-01,9999-12-31
CV03619-01,CL03619,F,25-34,Married,Master,Iasi,Digital,Self-service,Standard,2021-02-03,2024-01-01,9999-12-31
CV03620-01,CL03620,M,35-49,Divorced,Master,Dolj,Branch,Assisted,Premium,2023-09-15,2024-01-01,9999-12-31
CV03621-01,CL03621,F,35-49,Married,High School,Sibiu,Digital,Self-service,Premium,2023-10-04,2024-01-01,9999-12-31
CV03622-01,CL03622,F,25-34,Single,Master,Sibiu,Digital,Self-service,Standard,2019-12-01,2024-01-01,9999-12-31
CV03623-01,CL03623,M,18-24,Single,Bachelor,Iasi,Branch,Assisted,Premium,2019-12-27,2024-01-01,9999-12-31
CV03624-01,CL03624,F,65+,Divorced,Post-secondary,Galati,Branch,Assisted,Standard,2022-06-08,2024-01-01,9999-12-31
CV03625-01,CL03625,M,50-64,Married,Bachelor,Sibiu,Digital,Self-service,Standard,2022-04-16,2024-01-01,9999-12-31
CV03626-01,CL03626,F,35-49,Married,High School,Brasov,Digital,Self-service,Standard,2021-12-30,2024-01-01,9999-12-31
CV03627-01,CL03627,F,25-34,Single,High School,Cluj,Digital,Self-service,Premium,2019-08-30,2024-01-01,9999-12-31
CV03628-01,CL03628,F,25-34,Divorced,High School,Galati,Digital,Self-service,Standard,2022-10-20,2024-01-01,9999-12-31
CV03629-01,CL03629,M,25-34,Single,Bachelor,Bucuresti,Digital,Self-service,Premium,2022-02-19,2024-01-01,9999-12-31
CV03630-01,CL03630,F,35-49,Divorced,Post-secondary,Bucuresti,Digital,Self-service,Standard,2020-05-06,2024-01-01,9999-12-31
CV03631-01,CL03631,M,18-24,Single,High School,Constanta,Digital,Self-service,Standard,2020-01-02,2024-01-01,9999-12-31
CV03632-01,CL03632,M,25-34,Married,Post-secondary,Brasov,Digital,Self-service,Standard,2022-10-30,2024-01-01,9999-12-31
CV03633-01,CL03633,F,50-64,Married,High School,Dolj,Branch,Assisted,Standard,2018-06-29,2024-01-01,2024-06-30
CV03633-02,CL03633,F,50-64,Married,High School,Dolj,Digital,Self-service,Standard,2018-06-29,2024-07-01,9999-12-31
CV03634-01,CL03634,M,35-49,Single,Bachelor,Bucuresti,Digital,Self-service,Standard,2022-03-15,2024-01-01,9999-12-31
CV03635-01,CL03635,F,25-34,Divorced,Bachelor,Timis,Digital,Self-service,Standard,2019-09-01,2024-01-01,9999-12-31
CV03636-01,CL03636,F,35-49,Single,Bachelor,Brasov,Branch,Assisted,Premium,2022-10-11,2024-01-01,9999-12-31
CV03637-01,CL03637,F,35-49,Married,Bachelor,Cluj,Digital,Self-service,Standard,2018-12-23,2024-01-01,9999-12-31
CV03638-01,CL03638,M,35-49,Married,Bachelor,Prahova,Digital,Self-service,Standard,2019-12-28,2024-01-01,9999-12-31
CV03639-01,CL03639,F,35-49,Single,Master,Cluj,Digital,Self-service,Standard,2018-09-11,2024-01-01,2024-06-30
CV03639-02,CL03639,F,35-49,Single,Master,Cluj,Digital,Self-service,Premium,2018-09-11,2024-07-01,9999-12-31
CV03640-01,CL03640,M,35-49,Divorced,Bachelor,Bucuresti,Digital,Self-service,Standard,2019-04-17,2024-01-01,9999-12-31
CV03641-01,CL03641,M,25-34,Single,Master,Brasov,Digital,Self-service,Standard,2019-01-26,2024-01-01,9999-12-31
CV03642-01,CL03642,F,50-64,Married,High School,Bucuresti,Digital,Self-service,Standard,2023-01-14,2024-01-01,9999-12-31
CV03643-01,CL03643,F,35-49,Married,Bachelor,Prahova,Digital,Self-service,Standard,2019-06-13,2024-01-01,2024-06-30
CV03643-02,CL03643,F,35-49,Married,Bachelor,Prahova,Digital,Self-service,Premium,2019-06-13,2024-07-01,9999-12-31
CV03644-01,CL03644,M,50-64,Married,High School,Cluj,Digital,Self-service,Standard,2020-09-01,2024-01-01,9999-12-31
CV03645-01,CL03645,M,35-49,Married,High School,Sibiu,Branch,Assisted,Standard,2023-10-16,2024-01-01,9999-12-31
CV03646-01,CL03646,M,25-34,Single,Bachelor,Brasov,Digital,Self-service,Standard,2022-05-04,2024-01-01,9999-12-31
CV03647-01,CL03647,M,50-64,Married,High School,Timis,Branch,Assisted,Standard,2023-12-23,2024-01-01,9999-12-31
CV03648-01,CL03648,M,18-24,Single,High School,Bucuresti,Digital,Self-service,Standard,2021-12-27,2024-01-01,9999-12-31
CV03649-01,CL03649,M,35-49,Divorced,Master,Bucuresti,Digital,Self-service,Standard,2020-04-04,2024-01-01,9999-12-31
CV03650-01,CL03650,F,65+,Married,High School,Constanta,Branch,Assisted,Standard,2018-09-12,2024-01-01,9999-12-31
CV03651-01,CL03651,M,35-49,Married,Master,Bucuresti,Digital,Self-service,Premium,2020-12-05,2024-01-01,9999-12-31
CV03652-01,CL03652,F,50-64,Divorced,Post-secondary,Prahova,Branch,Assisted,Standard,2023-04-18,2024-01-01,9999-12-31
CV03653-01,CL03653,F,25-34,Single,High School,Dolj,Digital,Self-service,Standard,2018-09-18,2024-01-01,9999-12-31
CV03654-01,CL03654,F,35-49,Single,High School,Prahova,Branch,Assisted,Standard,2023-07-25,2024-01-01,2024-06-30
CV03654-02,CL03654,F,35-49,Single,High School,Prahova,Digital,Self-service,Standard,2023-07-25,2024-07-01,9999-12-31
CV03655-01,CL03655,M,50-64,Divorced,High School,Bucuresti,Branch,Assisted,Standard,2020-12-08,2024-01-01,9999-12-31
CV03656-01,CL03656,F,50-64,Divorced,Bachelor,Prahova,Digital,Self-service,Premium,2023-01-05,2024-01-01,9999-12-31
CV03657-01,CL03657,M,50-64,Divorced,Post-secondary,Timis,Digital,Self-service,Standard,2018-08-16,2024-01-01,9999-12-31
CV03658-01,CL03658,F,25-34,Single,High School,Bucuresti,Digital,Self-service,Standard,2019-02-26,2024-01-01,9999-12-31
CV03659-01,CL03659,M,35-49,Married,Bachelor,Brasov,Digital,Self-service,Standard,2023-10-11,2024-01-01,9999-12-31
CV03660-01,CL03660,M,25-34,Married,High School,Iasi,Digital,Self-service,Standard,2023-10-04,2024-01-01,2024-06-30
CV03660-02,CL03660,M,25-34,Married,High School,Iasi,Digital,Self-service,Premium,2023-10-04,2024-07-01,9999-12-31
CV03661-01,CL03661,F,35-49,Married,High School,Dolj,Digital,Self-service,Standard,2019-04-26,2024-01-01,9999-12-31
CV03662-01,CL03662,M,50-64,Married,High School,Bucuresti,Branch,Assisted,Premium,2021-08-17,2024-01-01,2024-06-30
CV03662-02,CL03662,M,50-64,Married,High School,Bucuresti,Digital,Self-service,Premium,2021-08-17,2024-07-01,9999-12-31
CV03663-01,CL03663,M,25-34,Married,Bachelor,Bucuresti,Digital,Self-service,Standard,2019-12-05,2024-01-01,9999-12-31
CV03664-01,CL03664,M,35-49,Single,High School,Dolj,Digital,Self-service,Standard,2022-08-21,2024-01-01,9999-12-31
CV03665-01,CL03665,M,25-34,Married,Post-secondary,Cluj,Digital,Self-service,Standard,2018-08-08,2024-01-01,9999-12-31
CV03666-01,CL03666,M,50-64,Single,High School,Bucuresti,Branch,Assisted,Standard,2018-09-23,2024-01-01,9999-12-31
CV03667-01,CL03667,F,50-64,Married,Post-secondary,Cluj,Digital,Self-service,Premium,2021-11-11,2024-01-01,9999-12-31
CV03668-01,CL03668,M,35-49,Divorced,High School,Iasi,Digital,Self-service,Standard,2021-07-14,2024-01-01,9999-12-31
CV03669-01,CL03669,M,35-49,Married,Bachelor,Cluj,Digital,Self-service,Standard,2018-05-03,2024-01-01,9999-12-31
CV03670-01,CL03670,F,25-34,Married,Bachelor,Timis,Branch,Assisted,Standard,2023-03-26,2024-01-01,9999-12-31
CV03671-01,CL03671,F,35-49,Single,High School,Sibiu,Digital,Self-service,Standard,2018-09-08,2024-01-01,9999-12-31
CV03672-01,CL03672,F,50-64,Married,Post-secondary,Brasov,Digital,Self-service,Standard,2022-11-10,2024-01-01,9999-12-31
CV03673-01,CL03673,F,35-49,Divorced,Master,Dolj,Digital,Self-service,Premium,2019-08-05,2024-01-01,9999-12-31
CV03674-01,CL03674,M,50-64,Married,High School,Sibiu,Branch,Assisted,Premium,2019-08-02,2024-01-01,9999-12-31
CV03675-01,CL03675,F,25-34,Single,Post-secondary,Dolj,Digital,Self-service,Standard,2023-11-09,2024-01-01,2024-06-30
CV03675-02,CL03675,F,25-34,Single,Post-secondary,Dolj,Digital,Self-service,Premium,2023-11-09,2024-07-01,9999-12-31
CV03676-01,CL03676,F,25-34,Married,Bachelor,Iasi,Digital,Self-service,Standard,2018-03-14,2024-01-01,9999-12-31
CV03677-01,CL03677,M,25-34,Single,Master,Constanta,Digital,Self-service,Standard,2019-08-29,2024-01-01,9999-12-31
CV03678-01,CL03678,M,65+,Married,High School,Constanta,Branch,Assisted,Standard,2022-12-10,2024-01-01,9999-12-31
CV03679-01,CL03679,F,50-64,Divorced,Bachelor,Constanta,Branch,Assisted,Standard,2018-10-10,2024-01-01,9999-12-31
CV03680-01,CL03680,F,35-49,Married,Bachelor,Timis,Branch,Assisted,Standard,2018-12-31,2024-01-01,9999-12-31
CV03681-01,CL03681,M,35-49,Married,Master,Cluj,Branch,Assisted,Standard,2019-10-31,2024-01-01,9999-12-31
CV03682-01,CL03682,M,35-49,Single,Bachelor,Dolj,Digital,Self-service,Standard,2018-08-05,2024-01-01,9999-12-31
CV03683-01,CL03683,F,50-64,Married,Doctorate,Bucuresti,Digital,Self-service,Standard,2022-03-13,2024-01-01,2024-06-30
CV03683-02,CL03683,F,50-64,Married,Doctorate,Bucuresti,Digital,Self-service,Premium,2022-03-13,2024-07-01,9999-12-31
CV03684-01,CL03684,F,35-49,Married,Post-secondary,Cluj,Digital,Self-service,Standard,2020-01-22,2024-01-01,9999-12-31
CV03685-01,CL03685,F,18-24,Single,High School,Bucuresti,Digital,Self-service,Standard,2023-10-30,2024-01-01,9999-12-31
CV03686-01,CL03686,F,25-34,Single,High School,Constanta,Digital,Self-service,Standard,2021-10-02,2024-01-01,9999-12-31
CV03687-01,CL03687,F,35-49,Single,High School,Bucuresti,Digital,Self-service,Standard,2022-04-15,2024-01-01,9999-12-31
CV03688-01,CL03688,F,25-34,Single,Master,Brasov,Digital,Self-service,Standard,2022-10-13,2024-01-01,9999-12-31
CV03689-01,CL03689,M,35-49,Married,Post-secondary,Cluj,Digital,Self-service,Premium,2021-05-19,2024-01-01,9999-12-31
CV03690-01,CL03690,M,25-34,Married,Bachelor,Constanta,Branch,Assisted,Standard,2023-08-02,2024-01-01,9999-12-31
CV03691-01,CL03691,M,35-49,Married,High School,Bucuresti,Digital,Self-service,Premium,2021-10-06,2024-01-01,9999-12-31
CV03692-01,CL03692,F,50-64,Single,High School,Dolj,Branch,Assisted,Premium,2018-03-06,2024-01-01,9999-12-31
CV03693-01,CL03693,F,50-64,Married,High School,Prahova,Digital,Self-service,Premium,2018-07-30,2024-01-01,9999-12-31
CV03694-01,CL03694,M,25-34,Single,Bachelor,Constanta,Digital,Self-service,Standard,2018-07-22,2024-01-01,9999-12-31
CV03695-01,CL03695,F,35-49,Married,Bachelor,Iasi,Digital,Self-service,Standard,2021-03-22,2024-01-01,9999-12-31
CV03696-01,CL03696,F,18-24,Married,High School,Constanta,Digital,Self-service,Standard,2023-01-04,2024-01-01,9999-12-31
CV03697-01,CL03697,F,25-34,Married,High School,Bucuresti,Digital,Self-service,Standard,2020-02-02,2024-01-01,9999-12-31
CV03698-01,CL03698,M,65+,Divorced,Post-secondary,Bucuresti,Digital,Self-service,Standard,2021-05-02,2024-01-01,9999-12-31
CV03699-01,CL03699,F,18-24,Divorced,High School,Bucuresti,Digital,Self-service,Standard,2018-07-12,2024-01-01,9999-12-31
CV03700-01,CL03700,F,35-49,Married,Bachelor,Cluj,Digital,Self-service,Standard,2020-05-02,2024-01-01,9999-12-31
CV03701-01,CL03701,F,50-64,Divorced,Master,Bucuresti,Digital,Self-service,Standard,2019-07-31,2024-01-01,9999-12-31
CV03702-01,CL03702,M,35-49,Divorced,Master,Bucuresti,Digital,Self-service,Standard,2022-01-15,2024-01-01,9999-12-31
CV03703-01,CL03703,M,35-49,Married,Bachelor,Constanta,Digital,Self-service,Standard,2018-10-22,2024-01-01,9999-12-31
CV03704-01,CL03704,F,18-24,Single,High School,Galati,Branch,Assisted,Standard,2018-06-27,2024-01-01,2024-06-30
CV03704-02,CL03704,F,18-24,Single,High School,Galati,Branch,Assisted,Premium,2018-06-27,2024-07-01,9999-12-31
CV03705-01,CL03705,F,35-49,Married,High School,Brasov,Digital,Self-service,Premium,2020-04-13,2024-01-01,9999-12-31
CV03706-01,CL03706,F,25-34,Single,High School,Sibiu,Digital,Self-service,Premium,2022-06-14,2024-01-01,9999-12-31
CV03707-01,CL03707,F,50-64,Married,Post-secondary,Bucuresti,Branch,Assisted,Standard,2020-07-19,2024-01-01,9999-12-31
CV03708-01,CL03708,F,50-64,Married,Post-secondary,Prahova,Digital,Self-service,Standard,2018-03-30,2024-01-01,9999-12-31
CV03709-01,CL03709,M,35-49,Divorced,Master,Galati,Branch,Assisted,Standard,2020-11-21,2024-01-01,9999-12-31
CV03710-01,CL03710,M,65+,Married,High School,Bucuresti,Branch,Assisted,Premium,2018-03-23,2024-01-01,9999-12-31
CV03711-01,CL03711,F,25-34,Married,High School,Constanta,Digital,Self-service,Standard,2018-10-11,2024-01-01,9999-12-31
CV03712-01,CL03712,M,35-49,Married,High School,Iasi,Digital,Self-service,Standard,2020-03-09,2024-01-01,9999-12-31
CV03713-01,CL03713,F,18-24,Single,Bachelor,Prahova,Digital,Self-service,Standard,2023-06-18,2024-01-01,9999-12-31
CV03714-01,CL03714,M,65+,Married,High School,Cluj,Branch,Assisted,Standard,2023-03-02,2024-01-01,9999-12-31
CV03715-01,CL03715,F,35-49,Married,High School,Bucuresti,Digital,Self-service,Premium,2021-10-01,2024-01-01,9999-12-31
CV03716-01,CL03716,M,25-34,Married,High School,Dolj,Digital,Self-service,Standard,2018-04-08,2024-01-01,2024-06-30
CV03716-02,CL03716,M,25-34,Married,High School,Dolj,Digital,Self-service,Premium,2018-04-08,2024-07-01,9999-12-31
CV03717-01,CL03717,M,65+,Divorced,Post-secondary,Bucuresti,Branch,Assisted,Standard,2018-06-05,2024-01-01,2024-06-30
CV03717-02,CL03717,M,65+,Divorced,Post-secondary,Bucuresti,Branch,Assisted,Premium,2018-06-05,2024-07-01,9999-12-31
CV03718-01,CL03718,M,25-34,Single,Master,Sibiu,Digital,Self-service,Standard,2021-06-02,2024-01-01,9999-12-31
CV03719-01,CL03719,F,35-49,Divorced,Bachelor,Iasi,Digital,Self-service,Standard,2023-06-04,2024-01-01,2024-06-30
CV03719-02,CL03719,F,35-49,Divorced,Bachelor,Iasi,Digital,Self-service,Premium,2023-06-04,2024-07-01,9999-12-31
CV03720-01,CL03720,F,18-24,Single,High School,Timis,Digital,Self-service,Standard,2018-11-20,2024-01-01,2024-06-30
CV03720-02,CL03720,F,18-24,Single,High School,Timis,Digital,Self-service,Standard,2018-11-20,2024-07-01,9999-12-31
CV03721-01,CL03721,F,25-34,Single,Bachelor,Sibiu,Digital,Self-service,Standard,2018-01-19,2024-01-01,2024-06-30
CV03721-02,CL03721,F,25-34,Single,Bachelor,Sibiu,Digital,Self-service,Premium,2018-01-19,2024-07-01,9999-12-31
CV03722-01,CL03722,F,65+,Divorced,Bachelor,Iasi,Branch,Assisted,Standard,2019-06-30,2024-01-01,9999-12-31
CV03723-01,CL03723,M,65+,Divorced,High School,Bucuresti,Branch,Assisted,Standard,2023-08-08,2024-01-01,9999-12-31
CV03724-01,CL03724,M,35-49,Married,High School,Prahova,Branch,Assisted,Premium,2019-07-05,2024-01-01,2024-06-30
CV03724-02,CL03724,M,35-49,Married,High School,Prahova,Digital,Self-service,Premium,2019-07-05,2024-07-01,9999-12-31
CV03725-01,CL03725,M,35-49,Married,Master,Iasi,Digital,Self-service,Standard,2018-03-03,2024-01-01,9999-12-31
CV03726-01,CL03726,M,25-34,Married,High School,Iasi,Digital,Self-service,Standard,2021-03-08,2024-01-01,9999-12-31
CV03727-01,CL03727,F,35-49,Married,Post-secondary,Bucuresti,Digital,Self-service,Standard,2020-07-14,2024-01-01,9999-12-31
CV03728-01,CL03728,F,25-34,Single,Master,Galati,Branch,Assisted,Standard,2019-01-08,2024-01-01,9999-12-31
CV03729-01,CL03729,M,35-49,Single,High School,Cluj,Digital,Self-service,Premium,2022-09-27,2024-01-01,9999-12-31
CV03730-01,CL03730,M,50-64,Married,High School,Bucuresti,Digital,Self-service,Premium,2021-11-08,2024-01-01,9999-12-31
CV03731-01,CL03731,F,35-49,Married,Master,Bucuresti,Digital,Self-service,Standard,2018-05-11,2024-01-01,2024-06-30
CV03731-02,CL03731,F,35-49,Married,Master,Bucuresti,Digital,Self-service,Premium,2018-05-11,2024-07-01,9999-12-31
CV03732-01,CL03732,F,65+,Married,Bachelor,Bucuresti,Digital,Self-service,Standard,2019-02-01,2024-01-01,9999-12-31
CV03733-01,CL03733,M,18-24,Single,Master,Bucuresti,Digital,Self-service,Standard,2019-11-26,2024-01-01,2024-06-30
CV03733-02,CL03733,M,18-24,Single,Master,Bucuresti,Digital,Self-service,Premium,2019-11-26,2024-07-01,9999-12-31
CV03734-01,CL03734,M,50-64,Married,Bachelor,Dolj,Digital,Self-service,Standard,2022-09-24,2024-01-01,2024-06-30
CV03734-02,CL03734,M,50-64,Married,Bachelor,Dolj,Digital,Self-service,Standard,2022-09-24,2024-07-01,9999-12-31
CV03735-01,CL03735,M,35-49,Married,High School,Bucuresti,Branch,Assisted,Standard,2018-06-17,2024-01-01,9999-12-31
CV03736-01,CL03736,F,35-49,Single,Master,Timis,Digital,Self-service,Standard,2018-12-05,2024-01-01,9999-12-31
CV03737-01,CL03737,F,18-24,Single,High School,Bucuresti,Digital,Self-service,Standard,2022-11-29,2024-01-01,9999-12-31
CV03738-01,CL03738,M,25-34,Married,Master,Brasov,Digital,Self-service,Standard,2018-11-10,2024-01-01,9999-12-31
CV03739-01,CL03739,F,65+,Married,Post-secondary,Constanta,Branch,Assisted,Standard,2021-02-19,2024-01-01,9999-12-31
CV03740-01,CL03740,M,25-34,Single,Master,Bucuresti,Digital,Self-service,Premium,2020-10-26,2024-01-01,9999-12-31
CV03741-01,CL03741,M,35-49,Married,Post-secondary,Iasi,Digital,Self-service,Standard,2021-01-01,2024-01-01,9999-12-31
CV03742-01,CL03742,F,25-34,Single,Bachelor,Cluj,Branch,Assisted,Standard,2023-11-21,2024-01-01,9999-12-31
CV03743-01,CL03743,F,35-49,Married,Master,Bucuresti,Digital,Self-service,Standard,2018-10-16,2024-01-01,9999-12-31
CV03744-01,CL03744,M,35-49,Single,Bachelor,Bucuresti,Digital,Self-service,Standard,2018-08-22,2024-01-01,9999-12-31
CV03745-01,CL03745,M,50-64,Married,High School,Galati,Digital,Self-service,Premium,2018-06-13,2024-01-01,9999-12-31
CV03746-01,CL03746,F,50-64,Married,Master,Iasi,Branch,Assisted,Standard,2018-02-27,2024-01-01,9999-12-31
CV03747-01,CL03747,M,25-34,Single,High School,Constanta,Digital,Self-service,Standard,2019-05-30,2024-01-01,9999-12-31
CV03748-01,CL03748,M,25-34,Married,High School,Iasi,Digital,Self-service,Standard,2021-07-03,2024-01-01,2024-06-30
CV03748-02,CL03748,M,25-34,Married,High School,Iasi,Digital,Self-service,Standard,2021-07-03,2024-07-01,9999-12-31
CV03749-01,CL03749,F,25-34,Divorced,High School,Cluj,Digital,Self-service,Standard,2020-10-09,2024-01-01,9999-12-31
CV03750-01,CL03750,F,50-64,Single,Master,Dolj,Branch,Assisted,Premium,2018-10-15,2024-01-01,2024-06-30
CV03750-02,CL03750,F,50-64,Single,Master,Dolj,Digital,Self-service,Premium,2018-10-15,2024-07-01,9999-12-31
CV03751-01,CL03751,M,50-64,Married,High School,Cluj,Branch,Assisted,Standard,2018-07-08,2024-01-01,9999-12-31
CV03752-01,CL03752,M,25-34,Single,Bachelor,Cluj,Digital,Self-service,Standard,2023-01-17,2024-01-01,9999-12-31
CV03753-01,CL03753,M,35-49,Married,Bachelor,Bucuresti,Digital,Self-service,Premium,2018-10-31,2024-01-01,9999-12-31
CV03754-01,CL03754,M,25-34,Single,Bachelor,Iasi,Digital,Self-service,Standard,2019-03-16,2024-01-01,9999-12-31
CV03755-01,CL03755,F,25-34,Married,High School,Prahova,Digital,Self-service,Premium,2021-06-08,2024-01-01,9999-12-31
CV03756-01,CL03756,M,35-49,Married,Bachelor,Prahova,Digital,Self-service,Standard,2021-12-21,2024-01-01,9999-12-31
CV03757-01,CL03757,M,25-34,Married,Master,Bucuresti,Digital,Self-service,Premium,2023-05-16,2024-01-01,9999-12-31
CV03758-01,CL03758,M,35-49,Single,Master,Dolj,Branch,Assisted,Premium,2021-07-11,2024-01-01,2024-06-30
CV03758-02,CL03758,M,35-49,Single,Master,Dolj,Digital,Self-service,Premium,2021-07-11,2024-07-01,9999-12-31
CV03759-01,CL03759,F,25-34,Single,Bachelor,Constanta,Branch,Assisted,Standard,2020-10-20,2024-01-01,2024-06-30
CV03759-02,CL03759,F,25-34,Single,Bachelor,Constanta,Branch,Assisted,Premium,2020-10-20,2024-07-01,9999-12-31
CV03760-01,CL03760,M,50-64,Single,Bachelor,Iasi,Branch,Assisted,Standard,2019-03-06,2024-01-01,2024-06-30
CV03760-02,CL03760,M,50-64,Single,Bachelor,Iasi,Branch,Assisted,Premium,2019-03-06,2024-07-01,9999-12-31
CV03761-01,CL03761,F,35-49,Married,Bachelor,Iasi,Branch,Assisted,Standard,2018-07-30,2024-01-01,9999-12-31
CV03762-01,CL03762,F,18-24,Single,High School,Dolj,Digital,Self-service,Standard,2023-10-02,2024-01-01,9999-12-31
CV03763-01,CL03763,M,25-34,Divorced,Bachelor,Cluj,Digital,Self-service,Standard,2023-04-23,2024-01-01,9999-12-31
CV03764-01,CL03764,F,18-24,Single,Post-secondary,Bucuresti,Branch,Assisted,Standard,2021-09-03,2024-01-01,9999-12-31
CV03765-01,CL03765,F,35-49,Married,Bachelor,Constanta,Digital,Self-service,Premium,2020-09-13,2024-01-01,9999-12-31
CV03766-01,CL03766,F,25-34,Single,Master,Bucuresti,Digital,Self-service,Standard,2020-08-28,2024-01-01,9999-12-31
CV03767-01,CL03767,F,35-49,Single,Bachelor,Iasi,Digital,Self-service,Standard,2023-02-16,2024-01-01,9999-12-31
CV03768-01,CL03768,M,25-34,Married,Post-secondary,Bucuresti,Branch,Assisted,Standard,2020-09-14,2024-01-01,9999-12-31
CV03769-01,CL03769,F,18-24,Single,Bachelor,Sibiu,Digital,Self-service,Standard,2022-04-20,2024-01-01,9999-12-31
CV03770-01,CL03770,F,35-49,Divorced,Bachelor,Bucuresti,Digital,Self-service,Premium,2020-06-15,2024-01-01,9999-12-31
CV03771-01,CL03771,M,50-64,Married,Bachelor,Constanta,Branch,Assisted,Premium,2021-12-28,2024-01-01,2024-06-30
CV03771-02,CL03771,M,50-64,Married,Bachelor,Constanta,Digital,Self-service,Premium,2021-12-28,2024-07-01,9999-12-31
CV03772-01,CL03772,M,25-34,Married,High School,Constanta,Digital,Self-service,Premium,2018-11-06,2024-01-01,9999-12-31
CV03773-01,CL03773,M,25-34,Single,Master,Bucuresti,Digital,Self-service,Standard,2018-09-16,2024-01-01,9999-12-31
CV03774-01,CL03774,M,35-49,Married,Bachelor,Timis,Digital,Self-service,Standard,2018-01-22,2024-01-01,2024-06-30
CV03774-02,CL03774,M,35-49,Married,Bachelor,Timis,Digital,Self-service,Standard,2018-01-22,2024-07-01,9999-12-31
CV03775-01,CL03775,F,65+,Divorced,Bachelor,Prahova,Digital,Self-service,Premium,2018-06-04,2024-01-01,9999-12-31
CV03776-01,CL03776,M,50-64,Married,Post-secondary,Bucuresti,Digital,Self-service,Standard,2019-06-23,2024-01-01,9999-12-31
CV03777-01,CL03777,M,25-34,Single,Bachelor,Bucuresti,Digital,Self-service,Premium,2022-08-10,2024-01-01,9999-12-31
CV03778-01,CL03778,M,50-64,Divorced,Bachelor,Iasi,Digital,Self-service,Standard,2018-09-28,2024-01-01,9999-12-31
CV03779-01,CL03779,F,50-64,Married,Master,Galati,Branch,Assisted,Standard,2018-05-10,2024-01-01,2024-06-30
CV03779-02,CL03779,F,50-64,Married,Master,Galati,Digital,Self-service,Standard,2018-05-10,2024-07-01,9999-12-31
CV03780-01,CL03780,M,35-49,Married,Master,Dolj,Branch,Assisted,Standard,2022-03-08,2024-01-01,9999-12-31
CV03781-01,CL03781,M,50-64,Married,Bachelor,Sibiu,Branch,Assisted,Premium,2018-05-03,2024-01-01,9999-12-31
CV03782-01,CL03782,F,50-64,Married,Bachelor,Bucuresti,Digital,Self-service,Standard,2021-01-12,2024-01-01,9999-12-31
CV03783-01,CL03783,F,25-34,Married,Bachelor,Bucuresti,Digital,Self-service,Standard,2023-07-18,2024-01-01,9999-12-31
CV03784-01,CL03784,F,25-34,Single,High School,Cluj,Digital,Self-service,Standard,2021-03-27,2024-01-01,9999-12-31
CV03785-01,CL03785,M,65+,Married,High School,Prahova,Branch,Assisted,Standard,2021-11-29,2024-01-01,9999-12-31
CV03786-01,CL03786,F,25-34,Married,Bachelor,Constanta,Digital,Self-service,Standard,2018-12-20,2024-01-01,9999-12-31
CV03787-01,CL03787,M,35-49,Married,Master,Bucuresti,Digital,Self-service,Premium,2018-10-07,2024-01-01,9999-12-31
CV03788-01,CL03788,F,50-64,Married,Bachelor,Galati,Digital,Self-service,Standard,2021-12-10,2024-01-01,9999-12-31
CV03789-01,CL03789,F,18-24,Divorced,High School,Bucuresti,Digital,Self-service,Standard,2020-08-06,2024-01-01,9999-12-31
CV03790-01,CL03790,F,25-34,Married,Bachelor,Sibiu,Branch,Assisted,Standard,2023-04-07,2024-01-01,9999-12-31
